Groups:

Data:
time unit: ps, TCK, TMS, TDI_jtag, TDO_jtag, trigger, state_led1, 
0, X, X, X, X, X, X, 
1159971, 1, 1, 0, 1, 0, 1, 
1173304, 1, 1, 0, 1, 0, 1, 
1186637, 1, 1, 0, 1, 0, 1, 
1199970, 1, 1, 0, 1, 0, 1, 
1213303, 1, 1, 0, 1, 0, 1, 
1226636, 1, 1, 0, 1, 0, 1, 
1239969, 1, 1, 0, 1, 0, 1, 
1253302, 1, 1, 0, 1, 0, 1, 
1266635, 1, 1, 0, 1, 0, 1, 
1279968, 1, 1, 0, 1, 0, 1, 
1293301, 1, 1, 0, 1, 0, 1, 
1306634, 1, 1, 0, 1, 0, 1, 
1319967, 1, 1, 0, 1, 0, 1, 
1333300, 1, 1, 0, 1, 0, 1, 
1346633, 1, 1, 0, 1, 0, 1, 
1359966, 1, 1, 0, 1, 0, 1, 
1373299, 1, 1, 0, 1, 0, 1, 
1386632, 1, 1, 0, 1, 0, 1, 
1399965, 1, 1, 0, 1, 0, 1, 
1413298, 1, 1, 0, 1, 0, 1, 
1426631, 1, 1, 0, 1, 0, 1, 
1439964, 1, 1, 0, 1, 0, 1, 
1453297, 1, 1, 0, 1, 0, 1, 
1466630, 1, 1, 0, 1, 0, 1, 
1479963, 1, 1, 0, 1, 0, 1, 
1493296, 1, 1, 0, 1, 0, 1, 
1506629, 1, 1, 0, 1, 0, 1, 
1519962, 1, 1, 0, 1, 0, 1, 
1533295, 1, 1, 0, 1, 0, 1, 
1546628, 1, 1, 0, 1, 0, 1, 
1559961, 1, 1, 0, 1, 0, 1, 
1573294, 1, 1, 0, 1, 0, 1, 
1586627, 1, 1, 0, 1, 0, 1, 
1599960, 1, 1, 0, 1, 0, 1, 
1613293, 1, 1, 0, 1, 0, 1, 
1626626, 1, 1, 0, 1, 0, 1, 
1639959, 1, 1, 0, 1, 0, 1, 
1653292, 1, 1, 0, 1, 0, 1, 
1666625, 1, 1, 0, 1, 0, 1, 
1679958, 1, 1, 0, 1, 0, 1, 
1693291, 1, 1, 0, 1, 0, 1, 
1706624, 1, 1, 0, 1, 0, 1, 
1719957, 1, 1, 0, 1, 0, 1, 
1733290, 1, 1, 0, 1, 0, 1, 
1746623, 1, 1, 0, 1, 0, 1, 
1759956, 1, 1, 0, 1, 0, 1, 
1773289, 1, 1, 0, 1, 0, 1, 
1786622, 1, 1, 0, 1, 0, 1, 
1799955, 1, 1, 0, 1, 0, 1, 
1813288, 1, 1, 0, 1, 0, 1, 
1826621, 1, 1, 0, 1, 0, 1, 
1839954, 1, 1, 0, 1, 0, 1, 
1853287, 1, 1, 0, 1, 0, 1, 
1866620, 1, 1, 0, 1, 0, 1, 
1879953, 1, 1, 0, 1, 0, 1, 
1893286, 1, 1, 0, 1, 0, 1, 
1906619, 1, 1, 0, 1, 0, 1, 
1919952, 1, 1, 0, 1, 0, 1, 
1933285, 1, 1, 0, 1, 0, 1, 
1946618, 1, 1, 0, 1, 0, 1, 
1959951, 1, 1, 0, 1, 0, 1, 
1973284, 1, 1, 0, 1, 0, 1, 
1986617, 1, 1, 0, 1, 0, 1, 
1999950, 1, 1, 0, 1, 0, 1, 
2013283, 1, 1, 0, 1, 0, 1, 
2026616, 1, 1, 0, 1, 0, 1, 
2039949, 1, 1, 0, 1, 0, 1, 
2053282, 1, 1, 0, 1, 0, 1, 
2066615, 1, 1, 0, 1, 0, 1, 
2079948, 1, 1, 0, 1, 0, 1, 
2093281, 1, 1, 0, 1, 0, 1, 
2106614, 1, 1, 0, 1, 0, 1, 
2119947, 1, 1, 0, 1, 0, 1, 
2133280, 1, 1, 0, 1, 0, 1, 
2146613, 1, 1, 0, 1, 0, 1, 
2159946, 1, 1, 0, 1, 0, 1, 
2173279, 1, 1, 0, 1, 0, 1, 
2186612, 1, 1, 0, 1, 0, 1, 
2199945, 1, 1, 0, 1, 0, 1, 
2213278, 1, 1, 0, 1, 0, 1, 
2226611, 1, 1, 0, 1, 0, 1, 
2239944, 1, 1, 0, 1, 0, 1, 
2253277, 1, 1, 0, 1, 0, 1, 
2266610, 1, 1, 0, 1, 0, 1, 
2279943, 1, 1, 0, 1, 0, 1, 
2293276, 1, 1, 0, 1, 0, 1, 
2306609, 1, 1, 0, 1, 0, 1, 
2319942, 1, 1, 0, 1, 0, 1, 
2333275, 1, 1, 0, 1, 0, 1, 
2346608, 1, 1, 0, 1, 0, 1, 
2359941, 1, 1, 0, 1, 0, 1, 
2373274, 1, 1, 0, 1, 0, 1, 
2386607, 1, 1, 0, 1, 0, 1, 
2399940, 1, 1, 0, 1, 0, 1, 
2413273, 1, 1, 0, 1, 0, 1, 
2426606, 1, 1, 0, 1, 0, 1, 
2439939, 1, 1, 0, 1, 0, 1, 
2453272, 1, 1, 0, 1, 0, 1, 
2466605, 1, 1, 0, 1, 0, 1, 
2479938, 1, 1, 0, 1, 0, 1, 
2493271, 1, 1, 0, 1, 0, 1, 
2506604, 1, 1, 0, 1, 0, 1, 
2519937, 1, 1, 0, 1, 0, 1, 
2533270, 1, 1, 0, 1, 0, 1, 
2546603, 1, 1, 0, 1, 0, 1, 
2559936, 1, 1, 0, 1, 0, 1, 
2573269, 1, 1, 0, 1, 0, 1, 
2586602, 1, 1, 0, 1, 0, 1, 
2599935, 1, 1, 0, 1, 0, 1, 
2613268, 1, 1, 0, 1, 0, 1, 
2626601, 1, 1, 0, 1, 0, 1, 
2639934, 1, 1, 0, 1, 0, 1, 
2653267, 1, 1, 0, 1, 0, 1, 
2666600, 1, 1, 0, 1, 0, 1, 
2679933, 1, 1, 0, 1, 0, 1, 
2693266, 1, 1, 0, 1, 0, 1, 
2706599, 1, 1, 0, 1, 0, 1, 
2719932, 1, 1, 0, 1, 0, 1, 
2733265, 1, 1, 0, 1, 0, 1, 
2746598, 1, 1, 0, 1, 0, 1, 
2759931, 1, 1, 0, 1, 0, 1, 
2773264, 1, 1, 0, 1, 0, 1, 
2786597, 1, 1, 0, 1, 0, 1, 
2799930, 1, 1, 0, 1, 0, 1, 
2813263, 1, 1, 0, 1, 0, 1, 
2826596, 1, 1, 0, 1, 0, 1, 
2839929, 1, 1, 0, 1, 0, 1, 
2853262, 1, 1, 0, 1, 0, 1, 
2866595, 1, 1, 0, 1, 0, 1, 
2879928, 1, 1, 0, 1, 0, 1, 
2893261, 1, 1, 0, 1, 0, 1, 
2906594, 1, 1, 0, 1, 0, 1, 
2919927, 1, 1, 0, 1, 0, 1, 
2933260, 1, 1, 0, 1, 0, 1, 
2946593, 1, 1, 0, 1, 0, 1, 
2959926, 1, 1, 0, 1, 0, 1, 
2973259, 1, 1, 0, 1, 0, 1, 
2986592, 1, 1, 0, 1, 0, 1, 
2999925, 1, 1, 0, 1, 0, 1, 
3013258, 1, 1, 0, 1, 0, 1, 
3026591, 1, 1, 0, 1, 0, 1, 
3039924, 1, 1, 0, 1, 0, 1, 
3053257, 1, 1, 0, 1, 0, 1, 
3066590, 1, 1, 0, 1, 0, 1, 
3079923, 1, 1, 0, 1, 0, 1, 
3093256, 1, 1, 0, 1, 0, 1, 
3106589, 1, 1, 0, 1, 0, 1, 
3119922, 1, 1, 0, 1, 0, 1, 
3133255, 1, 1, 0, 1, 0, 1, 
3146588, 1, 1, 0, 1, 0, 1, 
3159921, 1, 1, 0, 1, 0, 1, 
3173254, 1, 1, 0, 1, 0, 1, 
3186587, 1, 1, 0, 1, 0, 1, 
3199920, 1, 1, 0, 1, 0, 1, 
3213253, 1, 1, 0, 1, 0, 1, 
3226586, 1, 1, 0, 1, 0, 1, 
3239919, 1, 1, 0, 1, 0, 1, 
3253252, 1, 1, 0, 1, 0, 1, 
3266585, 1, 1, 0, 1, 0, 1, 
3279918, 1, 1, 0, 1, 0, 1, 
3293251, 1, 1, 0, 1, 0, 1, 
3306584, 1, 1, 0, 1, 0, 1, 
3319917, 1, 1, 0, 1, 0, 1, 
3333250, 1, 1, 0, 1, 0, 1, 
3346583, 1, 1, 0, 1, 0, 1, 
3359916, 1, 1, 0, 1, 0, 1, 
3373249, 1, 1, 0, 1, 0, 1, 
3386582, 1, 1, 0, 1, 0, 1, 
3399915, 1, 1, 0, 1, 0, 1, 
3413248, 1, 1, 0, 1, 0, 1, 
3426581, 1, 1, 0, 1, 0, 1, 
3439914, 1, 1, 0, 1, 0, 1, 
3453247, 1, 1, 0, 1, 0, 1, 
3466580, 1, 1, 0, 1, 0, 1, 
3479913, 1, 1, 0, 1, 0, 1, 
3493246, 1, 1, 0, 1, 0, 1, 
3506579, 1, 1, 0, 1, 0, 1, 
3519912, 1, 1, 0, 1, 0, 1, 
3533245, 1, 1, 0, 1, 0, 1, 
3546578, 1, 1, 0, 1, 0, 1, 
3559911, 1, 1, 0, 1, 0, 1, 
3573244, 1, 1, 0, 1, 0, 1, 
3586577, 1, 1, 0, 1, 0, 1, 
3599910, 1, 1, 0, 1, 0, 1, 
3613243, 1, 1, 0, 1, 0, 1, 
3626576, 1, 1, 0, 1, 0, 1, 
3639909, 1, 1, 0, 1, 0, 1, 
3653242, 1, 1, 0, 1, 0, 1, 
3666575, 1, 1, 0, 1, 0, 1, 
3679908, 1, 1, 0, 1, 0, 1, 
3693241, 1, 1, 0, 1, 0, 1, 
3706574, 1, 1, 0, 1, 0, 1, 
3719907, 1, 1, 0, 1, 0, 1, 
3733240, 1, 1, 0, 1, 0, 1, 
3746573, 1, 1, 0, 1, 0, 1, 
3759906, 1, 1, 0, 1, 0, 1, 
3773239, 1, 1, 0, 1, 0, 1, 
3786572, 1, 1, 0, 1, 0, 1, 
3799905, 1, 1, 0, 1, 0, 1, 
3813238, 1, 1, 0, 1, 0, 1, 
3826571, 1, 1, 0, 1, 0, 1, 
3839904, 1, 1, 0, 1, 0, 1, 
3853237, 1, 1, 0, 1, 0, 1, 
3866570, 1, 1, 0, 1, 0, 1, 
3879903, 1, 1, 0, 1, 0, 1, 
3893236, 1, 1, 0, 1, 0, 1, 
3906569, 1, 1, 0, 1, 0, 1, 
3919902, 1, 1, 0, 1, 0, 1, 
3933235, 1, 1, 0, 1, 0, 1, 
3946568, 1, 1, 0, 1, 0, 1, 
3959901, 1, 1, 0, 1, 0, 1, 
3973234, 1, 1, 0, 1, 0, 1, 
3986567, 1, 1, 0, 1, 0, 1, 
3999900, 1, 1, 0, 1, 0, 1, 
4013233, 1, 1, 0, 1, 0, 1, 
4026566, 1, 1, 0, 1, 0, 1, 
4039899, 1, 1, 0, 1, 0, 1, 
4053232, 1, 1, 0, 1, 0, 1, 
4066565, 1, 1, 0, 1, 0, 1, 
4079898, 1, 1, 0, 1, 0, 1, 
4093231, 1, 1, 0, 1, 0, 1, 
4106564, 1, 1, 0, 1, 0, 1, 
4119897, 1, 1, 0, 1, 0, 1, 
4133230, 1, 1, 0, 1, 0, 1, 
4146563, 1, 1, 0, 1, 0, 1, 
4159896, 1, 1, 0, 1, 0, 1, 
4173229, 1, 1, 0, 1, 0, 1, 
4186562, 1, 1, 0, 1, 0, 1, 
4199895, 1, 1, 0, 1, 0, 1, 
4213228, 1, 1, 0, 1, 0, 1, 
4226561, 1, 1, 0, 1, 0, 1, 
4239894, 1, 1, 0, 1, 0, 1, 
4253227, 1, 1, 0, 1, 0, 1, 
4266560, 1, 1, 0, 1, 0, 1, 
4279893, 1, 1, 0, 1, 0, 1, 
4293226, 1, 1, 0, 1, 0, 1, 
4306559, 1, 1, 0, 1, 0, 1, 
4319892, 1, 1, 0, 1, 0, 1, 
4333225, 1, 1, 0, 1, 0, 1, 
4346558, 1, 1, 0, 1, 0, 1, 
4359891, 1, 1, 0, 1, 0, 1, 
4373224, 1, 1, 0, 1, 0, 1, 
4386557, 1, 1, 0, 1, 0, 1, 
4399890, 1, 1, 0, 1, 0, 1, 
4413223, 1, 1, 0, 1, 0, 1, 
4426556, 1, 1, 0, 1, 0, 1, 
4439889, 1, 1, 0, 1, 0, 1, 
4453222, 1, 1, 0, 1, 0, 1, 
4466555, 1, 1, 0, 1, 0, 1, 
4479888, 1, 1, 0, 1, 0, 1, 
4493221, 1, 1, 0, 1, 0, 1, 
4506554, 1, 1, 0, 1, 0, 1, 
4519887, 1, 1, 0, 1, 0, 1, 
4533220, 1, 1, 0, 1, 0, 1, 
4546553, 1, 1, 0, 1, 0, 1, 
4559886, 1, 1, 0, 1, 0, 1, 
4573219, 1, 1, 0, 1, 0, 1, 
4586552, 1, 1, 0, 1, 0, 1, 
4599885, 1, 1, 0, 1, 0, 1, 
4613218, 1, 1, 0, 1, 0, 1, 
4626551, 1, 1, 0, 1, 0, 1, 
4639884, 1, 1, 0, 1, 0, 1, 
4653217, 1, 1, 0, 1, 0, 1, 
4666550, 1, 1, 0, 1, 0, 1, 
4679883, 1, 1, 0, 1, 0, 1, 
4693216, 1, 1, 0, 1, 0, 1, 
4706549, 1, 1, 0, 1, 0, 1, 
4719882, 1, 1, 0, 1, 0, 1, 
4733215, 1, 1, 0, 1, 0, 1, 
4746548, 1, 1, 0, 1, 0, 1, 
4759881, 1, 1, 0, 1, 0, 1, 
4773214, 1, 1, 0, 1, 0, 1, 
4786547, 1, 1, 0, 1, 0, 1, 
4799880, 1, 1, 0, 1, 0, 1, 
4813213, 1, 1, 0, 1, 0, 1, 
4826546, 1, 1, 0, 1, 0, 1, 
4839879, 1, 1, 0, 1, 0, 1, 
4853212, 1, 1, 0, 1, 0, 1, 
4866545, 1, 1, 0, 1, 0, 1, 
4879878, 1, 1, 0, 1, 0, 1, 
4893211, 1, 1, 0, 1, 0, 1, 
4906544, 1, 1, 0, 1, 0, 1, 
4919877, 1, 1, 0, 1, 0, 1, 
4933210, 1, 1, 0, 1, 0, 1, 
4946543, 1, 1, 0, 1, 0, 1, 
4959876, 1, 1, 0, 1, 0, 1, 
4973209, 1, 1, 0, 1, 0, 1, 
4986542, 1, 1, 0, 1, 0, 1, 
4999875, 1, 1, 0, 1, 0, 1, 
5013208, 1, 1, 0, 1, 0, 1, 
5026541, 1, 1, 0, 1, 0, 1, 
5039874, 1, 1, 0, 1, 0, 1, 
5053207, 1, 1, 0, 1, 0, 1, 
5066540, 1, 1, 0, 1, 0, 1, 
5079873, 1, 1, 0, 1, 0, 1, 
5093206, 1, 1, 0, 1, 0, 1, 
5106539, 1, 1, 0, 1, 0, 1, 
5119872, 1, 1, 0, 1, 0, 1, 
5133205, 1, 1, 0, 1, 0, 1, 
5146538, 1, 1, 0, 1, 0, 1, 
5159871, 1, 1, 0, 1, 0, 1, 
5173204, 1, 1, 0, 1, 0, 1, 
5186537, 1, 1, 0, 1, 0, 1, 
5199870, 1, 1, 0, 1, 0, 1, 
5213203, 1, 1, 0, 1, 0, 1, 
5226536, 1, 1, 0, 1, 0, 1, 
5239869, 1, 1, 0, 1, 0, 1, 
5253202, 1, 1, 0, 1, 0, 1, 
5266535, 1, 1, 0, 1, 0, 1, 
5279868, 1, 1, 0, 1, 0, 1, 
5293201, 1, 1, 0, 1, 0, 1, 
5306534, 1, 1, 0, 1, 0, 1, 
5319867, 1, 1, 0, 1, 0, 1, 
5333200, 1, 1, 0, 1, 0, 1, 
5346533, 1, 1, 0, 1, 0, 1, 
5359866, 1, 1, 0, 1, 0, 1, 
5373199, 1, 1, 0, 1, 0, 1, 
5386532, 1, 1, 0, 1, 0, 1, 
5399865, 1, 1, 0, 1, 0, 1, 
5413198, 1, 1, 0, 1, 0, 1, 
5426531, 1, 1, 0, 1, 0, 1, 
5439864, 1, 1, 0, 1, 0, 1, 
5453197, 1, 1, 0, 1, 0, 1, 
5466530, 1, 1, 0, 1, 0, 1, 
5479863, 1, 1, 0, 1, 0, 1, 
5493196, 1, 1, 0, 1, 0, 1, 
5506529, 1, 1, 0, 1, 0, 1, 
5519862, 1, 1, 0, 1, 0, 1, 
5533195, 1, 1, 0, 1, 0, 1, 
5546528, 1, 1, 0, 1, 0, 1, 
5559861, 1, 1, 0, 1, 0, 1, 
5573194, 1, 1, 0, 1, 0, 1, 
5586527, 1, 1, 0, 1, 0, 1, 
5599860, 1, 1, 0, 1, 0, 1, 
5613193, 1, 1, 0, 1, 0, 1, 
5626526, 1, 1, 0, 1, 0, 1, 
5639859, 1, 1, 0, 1, 0, 1, 
5653192, 1, 1, 0, 1, 0, 1, 
5666525, 1, 1, 0, 1, 0, 1, 
5679858, 1, 1, 0, 1, 0, 1, 
5693191, 1, 1, 0, 1, 0, 1, 
5706524, 1, 1, 0, 1, 0, 1, 
5719857, 1, 1, 0, 1, 0, 1, 
5733190, 1, 1, 0, 1, 0, 1, 
5746523, 1, 1, 0, 1, 0, 1, 
5759856, 1, 1, 0, 1, 0, 1, 
5773189, 1, 1, 0, 1, 0, 1, 
5786522, 1, 1, 0, 1, 0, 1, 
5799855, 1, 1, 0, 1, 0, 1, 
5813188, 1, 1, 0, 1, 0, 1, 
5826521, 1, 1, 0, 1, 0, 1, 
5839854, 1, 1, 0, 1, 0, 1, 
5853187, 1, 1, 0, 1, 0, 1, 
5866520, 1, 1, 0, 1, 0, 1, 
5879853, 1, 1, 0, 1, 0, 1, 
5893186, 1, 1, 0, 1, 0, 1, 
5906519, 1, 1, 0, 1, 0, 1, 
5919852, 1, 1, 0, 1, 0, 1, 
5933185, 1, 1, 0, 1, 0, 1, 
5946518, 1, 1, 0, 1, 0, 1, 
5959851, 1, 1, 0, 1, 0, 1, 
5973184, 1, 1, 0, 1, 0, 1, 
5986517, 1, 1, 0, 1, 0, 1, 
5999850, 1, 1, 0, 1, 0, 1, 
6013183, 1, 1, 0, 1, 0, 1, 
6026516, 1, 1, 0, 1, 0, 1, 
6039849, 1, 1, 0, 1, 0, 1, 
6053182, 1, 1, 0, 1, 0, 1, 
6066515, 1, 1, 0, 1, 0, 1, 
6079848, 1, 1, 0, 1, 0, 1, 
6093181, 1, 1, 0, 1, 0, 1, 
6106514, 1, 1, 0, 1, 0, 1, 
6119847, 1, 1, 0, 1, 0, 1, 
6133180, 1, 1, 0, 1, 0, 1, 
6146513, 1, 1, 0, 1, 0, 1, 
6159846, 1, 1, 0, 1, 0, 1, 
6173179, 1, 1, 0, 1, 0, 1, 
6186512, 1, 1, 0, 1, 0, 1, 
6199845, 1, 1, 0, 1, 0, 1, 
6213178, 1, 1, 0, 1, 0, 1, 
6226511, 1, 1, 0, 1, 0, 1, 
6239844, 1, 1, 0, 1, 0, 1, 
6253177, 1, 1, 0, 1, 0, 1, 
6266510, 1, 1, 0, 1, 0, 1, 
6279843, 1, 1, 0, 1, 0, 1, 
6293176, 1, 1, 0, 1, 0, 1, 
6306509, 1, 1, 0, 1, 0, 1, 
6319842, 1, 1, 0, 1, 0, 1, 
6333175, 1, 1, 0, 1, 0, 1, 
6346508, 1, 1, 0, 1, 0, 1, 
6359841, 1, 1, 0, 1, 0, 1, 
6373174, 1, 1, 0, 1, 0, 1, 
6386507, 1, 1, 0, 1, 0, 1, 
6399840, 1, 1, 0, 1, 0, 1, 
6413173, 1, 1, 0, 1, 0, 1, 
6426506, 1, 1, 0, 1, 0, 1, 
6439839, 1, 1, 0, 1, 0, 1, 
6453172, 1, 1, 0, 1, 0, 1, 
6466505, 1, 1, 0, 1, 0, 1, 
6479838, 1, 1, 0, 1, 0, 1, 
6493171, 1, 1, 0, 1, 0, 1, 
6506504, 1, 1, 0, 1, 0, 1, 
6519837, 1, 1, 0, 1, 0, 1, 
6533170, 1, 1, 0, 1, 0, 1, 
6546503, 1, 1, 0, 1, 0, 1, 
6559836, 1, 1, 0, 1, 0, 1, 
6573169, 1, 1, 0, 1, 0, 1, 
6586502, 1, 1, 0, 1, 0, 1, 
6599835, 1, 1, 0, 1, 0, 1, 
6613168, 1, 1, 0, 1, 0, 1, 
6626501, 1, 1, 0, 1, 0, 1, 
6639834, 1, 1, 0, 1, 1, 1, 
6653167, 1, 1, 0, 1, 1, 1, 
6666500, 1, 1, 0, 1, 1, 0, 
6679833, 1, 1, 0, 1, 1, 0, 
6693166, 1, 1, 0, 1, 1, 0, 
6706499, 1, 1, 0, 1, 1, 0, 
6719832, 1, 1, 0, 1, 1, 0, 
6733165, 1, 1, 0, 1, 1, 0, 
6746498, 1, 1, 0, 1, 1, 0, 
6759831, 1, 1, 0, 1, 1, 0, 
6773164, 1, 1, 0, 1, 1, 0, 
6786497, 1, 1, 0, 1, 1, 0, 
6799830, 1, 1, 0, 1, 1, 0, 
6813163, 1, 1, 0, 1, 1, 0, 
6826496, 0, 1, 0, 1, 1, 0, 
6839829, 0, 1, 0, 0, 1, 0, 
6853162, 0, 1, 0, 0, 1, 0, 
6866495, 0, 1, 0, 0, 1, 0, 
6879828, 0, 1, 0, 1, 1, 0, 
6893161, 0, 1, 0, 1, 1, 0, 
6906494, 0, 1, 0, 1, 1, 0, 
6919827, 0, 1, 0, 1, 1, 0, 
6933160, 0, 1, 0, 1, 1, 0, 
6946493, 0, 1, 0, 1, 1, 0, 
6959826, 0, 1, 0, 1, 1, 0, 
6973159, 0, 1, 0, 1, 1, 0, 
6986492, 0, 1, 0, 1, 1, 0, 
6999825, 0, 1, 0, 1, 1, 0, 
7013158, 0, 1, 0, 1, 1, 0, 
7026491, 0, 1, 0, 1, 1, 0, 
7039824, 0, 1, 0, 1, 1, 0, 
7053157, 0, 1, 0, 1, 1, 0, 
7066490, 0, 1, 0, 1, 1, 0, 
7079823, 0, 1, 0, 1, 1, 0, 
7093156, 0, 1, 0, 1, 1, 0, 
7106489, 0, 1, 0, 1, 1, 0, 
7119822, 0, 1, 0, 1, 1, 0, 
7133155, 0, 1, 0, 1, 1, 0, 
7146488, 1, 1, 0, 1, 1, 0, 
7159821, 1, 1, 0, 1, 1, 0, 
7173154, 1, 1, 0, 1, 1, 0, 
7186487, 1, 1, 0, 1, 1, 0, 
7199820, 1, 1, 0, 1, 1, 0, 
7213153, 1, 1, 0, 1, 1, 0, 
7226486, 1, 1, 0, 1, 1, 0, 
7239819, 1, 1, 0, 1, 1, 0, 
7253152, 1, 1, 0, 1, 1, 0, 
7266485, 1, 1, 0, 1, 1, 0, 
7279818, 1, 1, 0, 1, 1, 0, 
7293151, 1, 1, 0, 1, 1, 0, 
7306484, 1, 1, 0, 1, 1, 0, 
7319817, 1, 1, 0, 1, 1, 0, 
7333150, 1, 1, 0, 1, 1, 0, 
7346483, 1, 1, 0, 1, 1, 0, 
7359816, 1, 1, 0, 1, 1, 0, 
7373149, 1, 1, 0, 1, 1, 0, 
7386482, 1, 1, 0, 1, 1, 0, 
7399815, 1, 1, 0, 1, 1, 0, 
7413148, 1, 1, 0, 1, 1, 0, 
7426481, 1, 1, 0, 1, 1, 0, 
7439814, 1, 1, 0, 1, 1, 0, 
7453147, 1, 1, 0, 1, 1, 0, 
7466480, 1, 1, 0, 1, 1, 0, 
7479813, 1, 1, 0, 1, 1, 0, 
7493146, 0, 1, 0, 1, 1, 0, 
7506479, 0, 1, 0, 1, 1, 0, 
7519812, 0, 1, 0, 1, 1, 0, 
7533145, 0, 1, 0, 1, 1, 0, 
7546478, 0, 1, 0, 1, 1, 0, 
7559811, 0, 1, 0, 1, 1, 0, 
7573144, 0, 1, 0, 1, 1, 0, 
7586477, 0, 1, 0, 1, 1, 0, 
7599810, 0, 1, 0, 1, 1, 0, 
7613143, 0, 1, 0, 1, 1, 0, 
7626476, 0, 1, 0, 1, 1, 0, 
7639809, 0, 1, 0, 1, 1, 0, 
7653142, 0, 1, 0, 1, 1, 0, 
7666475, 0, 1, 0, 1, 1, 0, 
7679808, 0, 1, 0, 1, 1, 0, 
7693141, 0, 1, 0, 1, 1, 0, 
7706474, 0, 1, 0, 1, 1, 0, 
7719807, 0, 1, 0, 1, 1, 0, 
7733140, 0, 1, 0, 1, 1, 0, 
